# ne_cache v1 — ORACLE-PROVENANCE INPUT DATA (m4-pinning §P4/C3; RESEARCH-M §2 amendment).
# Conductor N(E) and root number ε(E) for the height-ordered family
#   {E_{A,B}: y²=x³+Ax+B, H(E)=max(4|A|³,27B²) ≤ X, reduced, nonsingular}.
# N, eps are OBTAINED FROM AN ORACLE (PARI/GP) — a live oracle supplying
# trusted INPUT, not refereeing our numbers; a_p stays COMPUTED (ap_charsum).
# Residual risk: a systematic oracle N/ε error propagates silently — certified
# against pinned ecdata by verify/m4/oracle_dual_overlap_NE (5676 classes exact).
# Generated by: `at ne-cache --X 131072 --out data/m5/ne_cache_x131072.txt`.
# Oracle: PARI/GP [2, 17, 4], ellglobalred(ellinit([0,0,0,A,B]))[1] (N), ellrootno (eps).
# provenance: oracle   (columns N, eps)
# format_version 1
# generator_hash 787e95ade733c99f38e72ccb7d38f049b7e02b59ddb673627c58d8bc346de521
# X 131072
# count 9014
# A B N eps
-32 -23 467156 -1
-32 -22 1888064 1
-32 -21 1906640 -1
-32 -20 120272 1
-32 -19 97060 1
-32 -18 1957184 -1
-32 -17 1972304 -1
-32 -16 7760 1
-32 -15 499988 1
-32 -14 2012480 -1
-32 -13 2024144 -1
-32 -12 31796 1
-32 -11 511220 -1
-32 -10 2053952 1
-32 -9 2062160 -1
-32 -8 129344 -1
-32 -7 518996 -1
-32 -6 416320 -1
-32 -5 2086352 -1
-32 -4 130640 -1
-32 -3 523316 1
-32 -2 2095424 -1
-32 -1 2096720 1
-32 1 524180 1
-32 2 2095424 1
-32 3 2093264 1
-32 4 32660 -1
-32 5 521588 -1
-32 6 416320 1
-32 7 2075984 -1
-32 8 129344 1
-32 9 515540 -1
-32 10 2053952 -1
-32 11 2044880 -1
-32 12 127184 1
-32 13 506036 -1
-32 14 2012480 1
-32 15 1999952 1
-32 16 485 -1
-32 17 493076 -1
-32 18 1957184 1
-32 19 388240 1
-32 20 30068 1
-32 21 476660 -1
-32 22 1888064 -1
-32 23 1868624 -1
-32 24 6080 1
-32 25 456788 -1
-32 26 1805120 -1
-32 27 1782224 1
-32 28 109904 -1
-32 29 433460 -1
-32 30 1708352 1
-32 31 2320 -1
-32 32 6464 -1
-32 33 406676 1
-32 34 1597760 1
-32 35 36464 -1
-32 36 24020 1
-32 37 376436 1
-32 38 1473344 -1
-32 39 1440080 -1
-32 40 87872 1
-32 41 342740 1
-32 42 1335104 -1
-32 43 1298384 -1
-32 44 15760 -1
-32 45 305588 -1
-32 46 1183040 -1
-32 47 1142864 -1
-32 48 4304 1
-32 49 264980 1
-32 50 1017152 1
-32 51 973520 1
-32 52 14516 -1
-32 53 220916 1
-32 54 837440 1
-32 55 790352 1
-32 56 9280 -1
-32 57 173396 1
-32 58 643904 1
-32 59 593360 -1
-32 60 33872 1
-32 61 122420 -1
-32 62 436544 -1
-32 63 382544 -1
-32 65 67988 1
-32 66 215360 1
-32 67 157904 -1
-32 68 1556 -1
-32 69 2020 -1
-31 -69 75064 1
-31 -68 12992 -1
-31 -67 32624 1
-31 -66 1552 1
-31 -65 40712 -1
-31 -64 137152 -1
-31 -63 192016 1
-31 -62 7688 -1
-31 -61 149576 1
-31 -60 20672 1
-31 -59 402832 1
-31 -58 7084 1
-31 -57 251528 -1
-31 -56 551872 -1
-31 -55 599824 1
-31 -54 2128 1
-31 -53 346568 -1
-31 -52 738496 -1
-31 -51 782992 1
-31 -50 51664 1
-31 -49 434696 1
-31 -48 911296 -1
-31 -47 952336 -1
-31 -46 31016 1
-31 -45 515912 1
-31 -44 1070272 -1
-31 -43 1107856 -1
-31 -42 17884 -1
-31 -41 590216 -1
-31 -40 1215424 1
-31 -39 1249552 1
-31 -38 80176 -1
-31 -37 657608 1
-31 -36 1346752 1
-31 -35 1377424 -1
-31 -34 87952 1
-31 -33 718088 1
-31 -32 1464256 1
-31 -31 1491472 -1
-31 -30 616 -1
-31 -29 771656 -1
-31 -28 1567936 -1
-31 -27 1591696 -1
-31 -26 25228 1
-31 -25 818312 -1
-31 -24 1657792 1
-31 -23 1678096 -1
-31 -22 106096 -1
-31 -21 858056 1
-31 -20 1733824 -1
-31 -19 35728 -1
-31 -18 110416 -1
-31 -17 890888 -1
-31 -16 1796032 -1
-31 -15 1809424 1
-31 -14 56936 1
-31 -13 916808 -1
-31 -12 1844416 1
-31 -11 1854352 -1
-31 -10 29116 1
-31 -9 935816 -1
-31 -8 1878976 -1
-31 -7 1885456 -1
-31 -6 118192 -1
-31 -5 947912 -1
-31 -4 1899712 -1
-31 -3 1902736 1
-31 -2 119056 -1
-31 -1 953096 1
-31 0 61504 -1
-31 1 1906192 -1
-31 2 59528 1
-31 3 951368 1
-31 4 1899712 1
-31 5 1895824 -1
-31 6 29548 1
-31 7 942728 1
-31 8 1878976 1
-31 9 1871632 1
-31 10 116464 -1
-31 11 927176 -1
-31 12 1844416 -1
-31 13 1833616 -1
-31 14 113872 1
-31 15 904712 -1
-31 16 1796032 1
-31 17 1781776 1
-31 18 55208 -1
-31 19 17864 -1
-31 20 1733824 1
-31 21 1716112 1
-31 22 26524 1
-31 23 839048 1
-31 24 1657792 -1
-31 25 1636624 1
-31 26 100912 -1
-31 27 795848 -1
-31 28 1567936 1
-31 29 1543312 -1
-31 30 1232 1
-31 31 745736 1
-31 32 1464256 -1
-31 33 1436176 -1
-31 34 43976 -1
-31 35 688712 -1
-31 36 1346752 -1
-31 37 1315216 1
-31 38 20044 1
-31 39 624776 -1
-31 40 1215424 -1
-31 41 1180432 1
-31 42 71536 1
-31 43 553928 -1
-31 44 1070272 1
-31 45 1031824 1
-31 46 62032 1
-31 47 476168 1
-31 48 911296 1
-31 49 869392 -1
-31 50 25832 1
-31 51 391496 1
-31 52 738496 1
-31 53 693136 -1
-31 54 532 1
-31 55 299912 -1
-31 56 551872 1
-31 57 503056 1
-31 58 28336 -1
-31 59 201416 1
-31 60 20672 -1
-31 61 299152 1
-31 62 15376 1
-31 63 96008 -1
-31 64 137152 1
-31 65 81424 1
-31 66 776 -1
-31 67 16312 -1
-31 68 12992 1
-31 69 150128 -1
-30 -69 328752 -1
-30 -68 134784 -1
-30 -67 105624 -1
-30 -66 153792 -1
-30 -65 10800 1
-30 -64 20736 1
-30 -63 2232 1
-30 -62 67392 1
-30 -61 13392 1
-30 -60 86400 1
-30 -59 112104 1
-30 -58 274752 1
-30 -57 324432 -1
-30 -56 2304 1
-30 -55 210600 -1
-30 -54 156096 1
-30 -53 514512 1
-30 -52 1152 -1
-30 -51 302184 1
-30 -50 129600 -1
-30 -49 690768 -1
-30 -48 366336 1
-30 -47 42984 1
-30 -46 813888 1
-30 -45 284400 1
-30 -44 445824 1
-30 -43 51624 -1
-30 -42 965952 1
-30 -41 1001808 -1
-30 -40 518400 1
-30 -39 535464 1
-30 -38 122688 -1
-30 -37 1136592 -1
-30 -36 14976 -1
-30 -35 599400 -1
-30 -34 136512 -1
-30 -33 1257552 -1
-30 -32 642816 -1
-30 -31 656424 -1
-30 -30 1339200 1
-30 -29 1872 1
-30 -28 694656 1
-30 -27 235512 1
-30 -26 1435968 -1
-30 -25 3600 -1
-30 -24 739584 1
-30 -23 749736 1
-30 -22 1518912 -1
-30 -21 1537488 -1
-30 -20 86400 1
-30 -19 786024 1
-30 -18 529344 -1
-30 -17 1603152 -1
-30 -16 89856 1
-30 -15 815400 1
-30 -14 1643328 1
-30 -13 1654992 1
-30 -12 832896 -1
-30 -11 93096 -1
-30 -10 1684800 1
-30 -9 564336 1
-30 -8 850176 1
-30 -7 94824 -1
-30 -6 1712448 -1
-30 -5 1717200 -1
-30 -4 860544 1
-30 -3 862056 -1
-30 -2 21312 1
-30 -1 1727568 1
-30 0 57600 -1
-30 1 863784 1
-30 2 21312 1
-30 3 1724112 1
-30 4 860544 -1
-30 5 858600 1
-30 6 1712448 -1
-30 7 189648 -1
-30 8 850176 -1
-30 9 282168 -1
-30 10 1684800 1
-30 11 186192 1
-30 12 832896 1
-30 13 827496 -1
-30 14 1643328 1
-30 15 1630800 1
-30 16 89856 -1
-30 17 801576 -1
-30 18 529344 1
-30 19 1572048 -1
-30 20 86400 -1
-30 21 768744 1
-30 22 1518912 -1
-30 23 1499472 1
-30 24 739584 -1
-30 25 1800 -1
-30 26 1435968 -1
-30 27 471024 1
-30 28 694656 -1
-30 29 936 -1
-30 30 1339200 1
-30 31 1312848 -1
-30 32 642816 1
-30 33 628776 -1
-30 34 136512 -1
-30 35 1198800 1
-30 36 14976 -1
-30 37 568296 1
-30 38 122688 -1
-30 39 1070928 1
-30 40 518400 -1
-30 41 500904 -1
-30 42 965952 1
-30 43 103248 1
-30 44 445824 -1
-30 45 142200 1
-30 46 813888 1
-30 47 85968 1
-30 48 366336 -1
-30 49 345384 -1
-30 50 129600 -1
-30 51 604368 -1
-30 52 1152 -1
-30 53 257256 -1
-30 54 156096 -1
-30 55 421200 -1
-30 56 2304 -1
-30 57 162216 -1
-30 58 274752 1
-30 59 224208 -1
-30 60 86400 -1
-30 61 6696 -1
-30 62 67392 1
-30 63 4464 -1
-30 64 20736 1
-30 65 5400 -1
-30 66 153792 1
-30 67 211248 -1
-30 68 134784 -1
-30 69 164376 -1
-29 -69 495856 -1
-29 -68 218336 -1
-29 -67 94588 -1
-29 -66 320896 1
-29 -65 264304 -1
-29 -64 104288 -1
-29 -63 38428 1
-29 -62 99712 -1
-29 -61 46576 -1
-29 -60 2848 -1
-29 -59 14276 -1
-29 -58 107648 1
-29 -57 157328 1
-29 -56 103072 1
-29 -55 63524 -1
-29 -54 301184 1
-29 -53 347408 1
-29 -52 10336 1
-29 -51 109316 1
-29 -50 28288 1
-29 -49 523664 -1
-29 -48 282784 -1
-29 -47 151652 1
-29 -46 646784 -1
-29 -45 686096 -1
-29 -44 362272 -1
-29 -43 190532 -1
-29 -42 10112 -1
-29 -41 834704 1
-29 -40 434848 -1
-29 -39 225956 -1
-29 -38 937088 -1
-29 -37 969488 -1
-29 -36 500512 -1
-29 -35 257924 -1
-29 -34 1061504 -1
-29 -33 1090448 1
-29 -32 559264 -1
-29 -31 286436 1
-29 -30 1172096 -1
-29 -29 1197584 -1
-29 -28 47008 -1
-29 -27 311492 1
-29 -26 1268864 -1
-29 -25 1290896 1
-29 -24 656032 -1
-29 -23 333092 1
-29 -22 1351808 1
-29 -21 1370384 1
-29 -20 30176 1
-29 -19 351236 1
-29 -18 1420928 -1
-29 -17 1436048 -1
-29 -16 725152 1
-29 -15 365924 -1
-29 -14 1476224 -1
-29 -13 1487888 1
-29 -12 749344 -1
-29 -11 377156 1
-29 -10 1517696 -1
-29 -9 1525904 1
-29 -8 766624 1
-29 -7 384932 1
-29 -6 1545344 -1
-29 -5 1550096 -1
-29 -4 776992 -1
-29 -3 389252 1
-29 -2 1559168 -1
-29 -1 1560464 -1
-29 0 26912 1
-29 1 390116 -1
-29 2 1559168 -1
-29 3 1557008 1
-29 4 776992 1
-29 5 387524 -1
-29 6 1545344 -1
-29 7 1539728 1
-29 8 766624 1
-29 9 381476 1
-29 10 1517696 -1
-29 11 1508624 1
-29 12 749344 1
-29 13 371972 1
-29 14 1476224 -1
-29 15 1463696 -1
-29 16 725152 1
-29 17 359012 -1
-29 18 1420928 -1
-29 19 1404944 1
-29 20 30176 1
-29 21 342596 1
-29 22 1351808 1
-29 23 1332368 1
-29 24 656032 -1
-29 25 322724 1
-29 26 1268864 -1
-29 27 1245968 1
-29 28 47008 1
-29 29 299396 -1
-29 30 1172096 -1
-29 31 1145744 1
-29 32 559264 -1
-29 33 272612 1
-29 34 1061504 -1
-29 35 1031696 -1
-29 36 500512 1
-29 37 242372 -1
-29 38 937088 -1
-29 39 903824 -1
-29 40 434848 -1
-29 41 208676 1
-29 42 10112 1
-29 43 762128 -1
-29 44 362272 1
-29 45 171524 -1
-29 46 646784 -1
-29 47 606608 1
-29 48 282784 -1
-29 49 130916 -1
-29 50 28288 1
-29 51 437264 1
-29 52 10336 1
-29 53 86852 1
-29 54 301184 1
-29 55 254096 -1
-29 56 103072 1
-29 57 39332 1
-29 58 107648 1
-29 59 57104 -1
-29 60 2848 1
-29 61 11644 1
-29 62 99712 1
-29 63 153712 -1
-29 64 104288 1
-29 65 66076 1
-29 66 320896 -1
-29 67 378352 1
-29 68 218336 -1
-29 69 123964 1
-28 -69 651824 1
-28 -68 37040 1
-28 -67 133580 -1
-28 -66 476864 -1
-28 -65 420272 -1
-28 -64 2848 1
-28 -63 77420 -1
-28 -62 255680 -1
-28 -61 202544 1
-28 -60 4696 1
-28 -59 24716 1
-28 -58 48320 -1
-28 -57 1360 -1
-28 -56 3136 -1
-28 -55 24532 1
-28 -54 145216 1
-28 -53 191440 -1
-28 -52 2960 1
-28 -51 70324 -1
-28 -50 324928 -1
-28 -49 52528 -1
-28 -48 320 -1
-28 -47 112660 1
-28 -46 490816 -1
-28 -45 530128 1
-28 -44 17768 1
-28 -43 151540 1
-28 -42 642880 -1
-28 -41 678736 1
-28 -40 44608 1
-28 -39 186964 1
-28 -38 781120 -1
-28 -37 813520 -1
-28 -36 52816 -1
-28 -35 218932 1
-28 -34 905536 1
-28 -33 934480 1
-28 -32 7520 1
-28 -31 247444 1
-28 -30 1016128 -1
-28 -29 1041616 1
-28 -28 33320 1
-28 -27 2180 1
-28 -26 1112896 1
-28 -25 1134928 -1
-28 -24 72256 -1
-28 -23 58820 1
-28 -22 1195840 -1
-28 -21 1214416 -1
-28 -20 77008 1
-28 -19 312244 -1
-28 -18 1264960 -1
-28 -17 1280080 1
-28 -16 5056 1
-28 -15 6956 1
-28 -14 1320256 -1
-28 -13 1331920 1
-28 -12 41960 1
-28 -11 338164 1
-28 -10 1361728 1
-28 -9 1369936 1
-28 -8 86080 -1
-28 -7 345940 1
-28 -6 1389376 -1
-28 -5 1394128 -1
-28 -4 87376 1
-28 -3 350260 1
-28 -2 280640 -1
-28 -1 1404496 -1
-28 0 1568 1
-28 1 351124 -1
-28 2 280640 1
-28 3 1401040 1
-28 4 43688 -1
-28 5 348532 -1
-28 6 1389376 1
-28 7 1383760 1
-28 8 86080 1
-28 9 342484 1
-28 10 1361728 -1
-28 11 1352656 1
-28 12 83920 1
-28 13 332980 1
-28 14 1320256 1
-28 15 27824 -1
-28 16 5056 1
-28 17 320020 1
-28 18 1264960 1
-28 19 1248976 -1
-28 20 38504 1
-28 21 303604 -1
-28 22 1195840 1
-28 23 235280 1
-28 24 72256 1
-28 25 283732 -1
-28 26 1112896 -1
-28 27 8720 1
-28 28 66640 -1
-28 29 260404 1
-28 30 1016128 1
-28 31 989776 1
-28 32 7520 1
-28 33 233620 1
-28 34 905536 -1
-28 35 875728 1
-28 36 26408 1
-28 37 203380 -1
-28 38 781120 1
-28 39 747856 1
-28 40 44608 -1
-28 41 169684 1
-28 42 642880 1
-28 43 606160 1
-28 44 35536 1
-28 45 132532 1
-28 46 490816 1
-28 47 450640 1
-28 48 320 1
-28 49 13132 1
-28 50 324928 1
-28 51 281296 -1
-28 52 1480 1
-28 53 47860 -1
-28 54 145216 -1
-28 55 98128 1
-28 56 3136 1
-28 57 340 -1
-28 58 48320 -1
-28 59 98864 -1
-28 60 9392 1
-28 61 50636 -1
-28 62 255680 -1
-28 63 309680 1
-28 64 2848 1
-28 65 105068 1
-28 66 476864 -1
-28 67 534320 1
-28 68 18520 1
-28 69 162956 -1
-27 -69 398520 -1
-27 -68 737856 1
-27 -67 61776 1
-27 -66 38880 -1
-27 -65 282744 1
-27 -64 169920 1
-27 -63 50544 1
-27 -62 8352 -1
-27 -61 173880 1
-27 -60 295488 -1
-27 -59 244080 -1
-27 -58 1512 1
-27 -57 71928 1
-27 -56 95040 -1
-27 -55 15696 1
-27 -53 7704 -1
-27 -52 91584 1
-27 -51 136080 1
-27 -50 11232 -1
-27 -49 111240 1
-27 -48 264384 -1
-27 -47 305424 -1
-27 -46 1440 1
-27 -45 21384 1
-27 -44 20160 -1
-27 -43 460944 1
-27 -42 1944 -1
-27 -41 266760 1
-27 -40 568512 1
-27 -39 602640 -1
-27 -38 9936 -1
-27 -37 111384 -1
-27 -36 77760 1
-27 -35 243504 1
-27 -34 47520 1
-27 -33 394632 -1
-27 -32 817344 -1
-27 -31 844560 1
-27 -30 54432 -1
-27 -29 89640 -1
-27 -28 307008 -1
-27 -27 1296 1
-27 -26 2520 1
-27 -25 494856 -1
-27 -24 1010880 -1
-27 -23 1031184 -1
-27 -22 8208 -1
-27 -21 106920 -1
-27 -20 1086912 1
-27 -19 367920 -1
-27 -18 7776 -1
-27 -17 189144 -1
-27 -16 1149120 1
-27 -15 1162512 1
-27 -14 73440 -1
-27 -13 593352 -1
-27 -12 1197504 1
-27 -11 1207440 1
-27 -10 99 -1
-27 -9 68040 -1
-27 -8 410688 -1
-27 -7 1238544 1
-27 -6 19440 -1
-27 -5 89208 -1
-27 -4 250560 1
-27 -3 1255824 -1
-27 -2 78624 -1
-27 -1 209880 1
-27 0 576 1
-27 1 419760 -1
-27 2 78624 -1
-27 3 627912 1
-27 4 250560 -1
-27 5 178416 -1
-27 6 9720 -1
-27 7 619272 1
-27 8 410688 -1
-27 9 136080 -1
-27 10 1584 -1
-27 11 603720 -1
-27 12 1197504 -1
-27 13 1186704 1
-27 14 73440 -1
-27 15 581256 1
-27 16 1149120 -1
-27 17 378288 1
-27 18 7776 -1
-27 19 183960 -1
-27 20 1086912 -1
-27 21 213840 1
-27 22 4104 1
-27 23 515592 -1
-27 24 1010880 1
-27 25 989712 -1
-27 26 5040 -1
-27 27 648 -1
-27 28 307008 -1
-27 29 179280 1
-27 30 54432 -1
-27 31 422280 1
-27 32 817344 1
-27 33 789264 -1
-27 34 47520 1
-27 35 121752 1
-27 36 77760 -1
-27 37 222768 -1
-27 38 4968 -1
-27 39 301320 -1
-27 40 568512 -1
-27 41 533520 1
-27 42 3888 -1
-27 43 230472 -1
-27 44 20160 1
-27 45 42768 -1
-27 46 1440 -1
-27 47 152712 -1
-27 48 264384 1
-27 49 222480 1
-27 50 11232 -1
-27 51 68040 -1
-27 52 91584 -1
-27 53 15408 -1
-27 55 7848 1
-27 56 95040 -1
-27 57 143856 -1
-27 58 3024 -1
-27 59 122040 -1
-27 60 295488 -1
-27 61 347760 1
-27 62 8352 -1
-27 63 25272 -1
-27 64 169920 -1
-27 65 565488 -1
-27 66 38880 1
-27 67 30888 -1
-27 68 737856 1
-27 69 797040 -1
-26 -69 931888 1
-26 -68 436352 -1
-26 -67 407192 -1
-26 -66 756928 -1
-26 -65 700336 1
-26 -64 322304 -1
-26 -63 294872 1
-26 -62 535744 1
-26 -61 482608 1
-26 -60 5248 -1
-26 -59 189464 -1
-26 -58 328384 1
-26 -57 278704 1
-26 -56 114944 -1
-26 -55 90968 1
-26 -54 19264 -1
-26 -53 88624 -1
-26 -52 21632 1
-26 -51 616 -1
-26 -50 44864 -1
-26 -49 87632 1
-26 -48 64768 -1
-26 -47 85288 1
-26 -46 210752 1
-26 -45 250064 1
-26 -44 20608 -1
-26 -43 163048 -1
-26 -42 362816 -1
-26 -41 398672 -1
-26 -40 19712 1
-26 -39 233896 -1
-26 -38 501056 -1
-26 -37 533456 1
-26 -36 282496 -1
-26 -35 297832 -1
-26 -34 625472 1
-26 -33 654416 1
-26 -32 341248 1
-26 -31 354856 -1
-26 -30 736064 1
-26 -29 761552 1
-26 -28 393088 -1
-26 -27 404968 -1
-26 -26 832832 1
-26 -25 37168 1
-26 -24 438016 1
-26 -23 448168 1
-26 -22 915776 1
-26 -21 934352 -1
-26 -20 476032 1
-26 -19 484456 -1
-26 -18 984896 1
-26 -17 1000016 1
-26 -16 507136 -1
-26 -15 513832 1
-26 -14 1040192 1
-26 -13 1051856 1
-26 -12 531328 1
-26 -11 536296 1
-26 -10 1081664 -1
-26 -9 1089872 1
-26 -8 548608 -1
-26 -7 551848 1
-26 -6 1109312 1
-26 -5 3248 1
-26 -4 558976 1
-26 -3 560488 1
-26 -2 1123136 -1
-26 -1 1124432 -1
-26 0 43264 -1
-26 1 562216 -1
-26 2 1123136 -1
-26 3 1120976 -1
-26 4 558976 1
-26 5 1624 1
-26 6 1109312 1
-26 7 1103696 1
-26 8 548608 -1
-26 9 544936 1
-26 10 1081664 -1
-26 11 1072592 -1
-26 12 531328 1
-26 13 525928 -1
-26 14 1040192 1
-26 15 1027664 1
-26 16 507136 -1
-26 17 500008 1
-26 18 984896 1
-26 19 968912 1
-26 20 476032 1
-26 21 467176 1
-26 22 915776 1
-26 23 896336 1
-26 24 438016 1
-26 25 18584 -1
-26 26 832832 1
-26 27 809936 1
-26 28 393088 -1
-26 29 380776 -1
-26 30 736064 1
-26 31 709712 -1
-26 32 341248 1
-26 33 327208 1
-26 34 625472 1
-26 35 595664 1
-26 36 282496 -1
-26 37 266728 -1
-26 38 501056 -1
-26 39 467792 -1
-26 40 19712 -1
-26 41 199336 -1
-26 42 362816 -1
-26 43 326096 1
-26 44 20608 1
-26 45 125032 -1
-26 46 210752 1
-26 47 170576 1
-26 48 64768 -1
-26 49 43816 1
-26 50 44864 -1
-26 51 1232 1
-26 52 21632 -1
-26 53 44312 -1
-26 54 19264 -1
-26 55 181936 -1
-26 56 114944 1
-26 57 139352 -1
-26 58 328384 -1
-26 59 378928 -1
-26 60 5248 1
-26 61 241304 1
-26 62 535744 -1
-26 63 589744 -1
-26 64 322304 1
-26 65 350168 -1
-26 66 756928 1
-26 67 814384 -1
-26 68 436352 1
-26 69 465944 1
-25 -69 1056752 1
-25 -68 498784 -1
-25 -67 234812 -1
-25 -66 10624 1
-25 -65 825200 -1
-25 -64 384736 1
-25 -63 178652 -1
-25 -62 660608 1
-25 -61 607472 1
-25 -60 277600 -1
-25 -59 3404 -1
-25 -58 453248 -1
-25 -57 403568 -1
-25 -56 177376 -1
-25 -55 76700 1
-25 -54 259712 -1
-25 -53 213488 -1
-25 -52 84064 1
-25 -51 30908 1
-25 -50 3200 -1
-25 -49 37232 -1
-25 -48 2336 1
-25 -47 11428 -1
-25 -46 85888 -1
-25 -45 125200 1
-25 -44 81824 -1
-25 -43 50308 -1
-25 -42 18304 1
-25 -41 273808 1
-25 -40 154400 1
-25 -39 85732 -1
-25 -38 376192 1
-25 -37 408592 -1
-25 -36 9568 1
-25 -35 117700 -1
-25 -34 500608 1
-25 -33 529552 1
-25 -32 278816 1
-25 -31 146212 1
-25 -30 611200 -1
-25 -29 636688 1
-25 -28 330656 -1
-25 -27 171268 1
-25 -26 707968 1
-25 -25 29200 1
-25 -24 34144 -1
-25 -23 192868 1
-25 -22 790912 -1
-25 -21 809488 -1
-25 -20 413600 1
-25 -19 211012 1
-25 -18 860032 1
-25 -17 875152 1
-25 -16 444704 -1
-25 -15 225700 -1
-25 -14 915328 1
-25 -13 926992 -1
-25 -12 468896 -1
-25 -11 236932 -1
-25 -10 956800 1
-25 -9 965008 1
-25 -8 486176 -1
-25 -7 244708 1
-25 -6 984448 1
-25 -5 989200 1
-25 -4 496544 -1
-25 -3 249028 1
-25 -2 998272 -1
-25 -1 999568 -1
-25 0 800 -1
-25 1 249892 -1
-25 2 998272 -1
-25 3 996112 1
-25 4 496544 1
-25 5 247300 1
-25 6 984448 1
-25 7 978832 1
-25 8 486176 -1
-25 9 241252 1
-25 10 956800 1
-25 11 947728 -1
-25 12 468896 1
-25 13 231748 -1
-25 14 915328 1
-25 15 902800 -1
-25 16 444704 -1
-25 17 218788 1
-25 18 860032 1
-25 19 844048 1
-25 20 413600 -1
-25 21 202372 -1
-25 22 790912 -1
-25 23 771472 1
-25 24 34144 1
-25 25 7300 1
-25 26 707968 1
-25 27 685072 1
-25 28 330656 1
-25 29 159172 1
-25 30 611200 -1
-25 31 584848 1
-25 32 278816 1
-25 33 132388 1
-25 34 500608 1
-25 35 470800 -1
-25 36 9568 1
-25 37 102148 -1
-25 38 376192 1
-25 39 342928 -1
-25 40 154400 1
-25 41 68452 1
-25 42 18304 1
-25 43 201232 -1
-25 44 81824 1
-25 45 31300 1
-25 46 85888 -1
-25 47 45712 -1
-25 48 2336 1
-25 49 9308 1
-25 50 3200 1
-25 51 123632 -1
-25 52 84064 1
-25 53 53372 1
-25 54 259712 1
-25 55 306800 -1
-25 56 177376 1
-25 57 100892 1
-25 58 453248 1
-25 59 13616 1
-25 60 277600 -1
-25 61 151868 -1
-25 62 660608 -1
-25 63 714608 1
-25 64 384736 -1
-25 65 206300 1
-25 66 10624 1
-25 67 939248 1
-25 68 498784 -1
-25 69 264188 -1
-24 -69 1172016 1
-24 -68 23184 -1
-24 -67 87876 1
-24 -66 997056 1
-24 -65 940464 1
-24 -64 6912 -1
-24 -63 69156 -1
-24 -62 775872 1
-24 -61 722736 1
-24 -60 10476 1
-24 -59 51588 1
-24 -58 189504 1
-24 -57 518832 1
-24 -56 29376 -1
-24 -55 105516 1
-24 -54 124992 -1
-24 -53 328752 -1
-24 -52 17712 -1
-24 -51 59724 1
-24 -50 65088 1
-24 -49 50832 1
-24 -48 864 1
-24 -47 17388 -1
-24 -46 29376 -1
-24 -45 3312 -1
-24 -44 756 -1
-24 -43 21492 -1
-24 -42 122688 -1
-24 -41 52848 -1
-24 -40 4032 1
-24 -39 56916 -1
-24 -38 260928 -1
-24 -37 293328 1
-24 -36 6768 1
-24 -35 88884 -1
-24 -34 385344 -1
-24 -33 414288 -1
-24 -32 1152 1
-24 -31 39132 1
-24 -30 495936 1
-24 -29 521424 1
-24 -28 8532 -1
-24 -27 47484 1
-24 -26 12096 1
-24 -25 614736 -1
-24 -24 39744 -1
-24 -23 7812 -1
-24 -22 225216 -1
-24 -21 694224 1
-24 -20 44496 -1
-24 -19 182196 -1
-24 -18 248256 1
-24 -17 759888 -1
-24 -16 6048 -1
-24 -15 196884 -1
-24 -14 266688 -1
-24 -13 270576 1
-24 -12 12852 1
