# ne_cache v1 — ORACLE-PROVENANCE INPUT DATA (m4-pinning §P4/C3; RESEARCH-M §2 amendment).
# Conductor N(E) and root number ε(E) for the height-ordered family
#   {E_{A,B}: y²=x³+Ax+B, H(E)=max(4|A|³,27B²) ≤ X, reduced, nonsingular}.
# N, eps are OBTAINED FROM AN ORACLE (PARI/GP) — a live oracle supplying
# trusted INPUT, not refereeing our numbers; a_p stays COMPUTED (ap_charsum).
# Residual risk: a systematic oracle N/ε error propagates silently — certified
# against pinned ecdata by verify/m4/oracle_dual_overlap_NE (5676 classes exact).
# Generated by: `at ne-cache --X 65536 --out data/m5/ne_cache_x65536.txt`.
# Oracle: PARI/GP [2, 17, 4], ellglobalred(ellinit([0,0,0,A,B]))[1] (N), ellrootno (eps).
# provenance: oracle   (columns N, eps)
# format_version 1
# generator_hash 787e95ade733c99f38e72ccb7d38f049b7e02b59ddb673627c58d8bc346de521
# X 65536
# count 5042
# A B N eps
-23 33 308240 -1
-23 34 17456 1
-23 35 124744 -1
-23 36 218816 1
-23 37 187280 -1
-23 38 880 -1
-23 39 60808 1
-23 40 87488 1
-23 41 52496 1
-23 42 520 -1
-23 43 10040 1
-23 44 57664 -1
-23 45 96112 1
-23 46 2116 -1
-23 47 17560 -1
-23 48 216640 1
-23 49 258544 -1
-22 -49 355760 -1
-22 -48 156928 -1
-22 -47 8024 -1
-22 -46 232640 1
-22 -45 193328 1
-22 -44 77440 1
-22 -43 58648 1
-22 -42 80576 1
-22 -41 44720 -1
-22 -40 4864 1
-22 -39 2440 1
-22 -38 57664 -1
-22 -37 90064 -1
-22 -36 12160 1
-22 -35 76136 1
-22 -34 182080 -1
-22 -33 211024 -1
-22 -32 119552 -1
-22 -31 133160 -1
-22 -30 292672 -1
-22 -29 318160 -1
-22 -28 171392 -1
-22 -27 183272 -1
-22 -26 389440 1
-22 -25 411472 -1
-22 -24 16640 1
-22 -23 226472 1
-22 -22 472384 -1
-22 -21 25840 -1
-22 -20 254336 -1
-22 -19 262760 1
-22 -18 541504 -1
-22 -17 556624 -1
-22 -16 285440 -1
-22 -15 5512 -1
-22 -14 119360 1
-22 -13 608464 1
-22 -12 309632 1
-22 -11 62920 -1
-22 -10 638272 1
-22 -9 646480 1
-22 -8 326912 -1
-22 -7 330152 -1
-22 -6 665920 1
-22 -5 670672 -1
-22 -4 337280 -1
-22 -3 338792 1
-22 -2 679744 -1
-22 -1 681040 1
-22 0 30976 -1
-22 1 340520 1
-22 2 679744 -1
-22 3 677584 -1
-22 4 337280 1
-22 5 335336 1
-22 6 665920 1
-22 7 660304 -1
-22 8 326912 1
-22 9 323240 1
-22 10 638272 1
-22 11 125840 1
-22 12 309632 -1
-22 13 304232 -1
-22 14 119360 1
-22 15 11024 -1
-22 16 285440 1
-22 17 278312 -1
-22 18 541504 -1
-22 19 525520 -1
-22 20 254336 1
-22 21 12920 -1
-22 22 472384 -1
-22 23 452944 1
-22 24 16640 -1
-22 25 205736 -1
-22 26 389440 1
-22 27 366544 1
-22 28 171392 1
-22 29 159080 1
-22 30 292672 -1
-22 31 266320 -1
-22 32 119552 1
-22 33 105512 -1
-22 34 182080 -1
-22 35 152272 -1
-22 36 12160 -1
-22 37 45032 1
-22 38 57664 -1
-22 39 4880 1
-22 40 4864 1
-22 41 22360 1
-22 42 80576 -1
-22 43 117296 1
-22 44 77440 1
-22 45 96664 1
-22 46 232640 -1
-22 47 16048 1
-22 48 156928 -1
-22 49 177880 1
-21 -49 63504 -1
-21 -48 201312 -1
-21 -47 1116 1
-21 -46 321408 -1
-21 -45 94032 1
-21 -44 121824 1
-21 -43 5724 1
-21 -42 169344 1
-21 -41 133488 -1
-21 -40 49248 1
-21 -39 16092 -1
-21 -38 3456 1
-21 -37 1296 1
-21 -36 5472 1
-21 -35 15876 -1
-21 -34 1152 1
-21 -33 122256 1
-21 -32 75168 1
-21 -31 44388 -1
-21 -30 203904 -1
-21 -29 25488 1
-21 -28 127008 1
-21 -27 23148 -1
-21 -26 300672 1
-21 -25 35856 -1
-21 -24 171936 1
-21 -23 91044 -1
-21 -22 383616 -1
-21 -21 402192 1
-21 -20 288 -1
-21 -19 109188 1
-21 -18 150912 -1
-21 -17 24624 1
-21 -16 26784 1
-21 -15 123876 1
-21 -14 508032 1
-21 -13 519696 -1
-21 -12 265248 1
-21 -11 15012 1
-21 -10 549504 -1
-21 -9 185904 1
-21 -8 282528 1
-21 -7 1764 1
-21 -6 577152 -1
-21 -5 581904 1
-21 -4 292896 1
-21 -3 147204 1
-21 -2 65664 -1
-21 -1 592272 -1
-21 0 14112 -1
-21 1 148068 -1
-21 2 65664 -1
-21 3 588816 1
-21 4 292896 -1
-21 5 145476 1
-21 6 577152 -1
-21 7 7056 1
-21 8 282528 1
-21 9 46476 -1
-21 10 549504 -1
-21 11 60048 1
-21 12 265248 -1
-21 13 129924 -1
-21 14 508032 1
-21 15 495504 1
-21 16 26784 1
-21 17 6156 -1
-21 18 150912 1
-21 19 436752 1
-21 20 288 1
-21 21 100548 1
-21 22 383616 -1
-21 23 364176 -1
-21 24 171936 1
-21 25 8964 -1
-21 26 300672 1
-21 27 92592 1
-21 28 127008 -1
-21 29 6372 1
-21 30 203904 -1
-21 31 177552 -1
-21 32 75168 1
-21 33 30564 1
-21 34 1152 1
-21 35 63504 -1
-21 36 5472 1
-21 37 324 1
-21 38 3456 -1
-21 39 64368 1
-21 40 49248 -1
-21 41 33372 1
-21 42 169344 -1
-21 43 22896 -1
-21 44 121824 1
-21 45 23508 1
-21 46 321408 1
-21 47 4464 -1
-21 48 201312 1
-21 49 15876 -1
-20 -49 525232 -1
-20 -48 7552 1
-20 -47 110572 -1
-20 -46 402112 1
-20 -45 362800 -1
-20 -44 10136 -1
-20 -43 71692 -1
-20 -42 250048 -1
-20 -41 214192 -1
-20 -40 11200 1
-20 -39 36268 1
-20 -38 111808 1
-20 -37 79408 1
-20 -36 2992 1
-20 -35 4300 1
-20 -34 12608 -1
-20 -33 5936 1
-20 -32 1088 -1
-20 -31 24212 -1
-20 -30 123200 1
-20 -29 148688 -1
-20 -28 5416 -1
-20 -27 49268 -1
-20 -26 219968 1
-20 -25 4400 1
-20 -24 16448 1
-20 -23 70868 -1
-20 -22 302912 -1
-20 -21 321488 1
-20 -20 21200 -1
-20 -19 5236 1
-20 -18 372032 1
-20 -17 387152 1
-20 -16 896 -1
-20 -15 103700 1
-20 -14 427328 -1
-20 -13 438992 1
-20 -12 14056 -1
-20 -11 114932 1
-20 -10 468800 -1
-20 -9 477008 1
-20 -8 30272 -1
-20 -7 122708 1
-20 -6 496448 1
-20 -5 501200 -1
-20 -4 31568 1
-20 -3 127028 -1
-20 -2 510272 1
-20 -1 511568 -1
-20 0 1600 -1
-20 1 127892 -1
-20 2 510272 -1
-20 3 508112 -1
-20 4 15784 1
-20 5 125300 -1
-20 6 496448 -1
-20 7 490832 1
-20 8 30272 1
-20 9 119252 1
-20 10 468800 1
-20 11 459728 1
-20 12 28112 1
-20 13 109748 1
-20 14 427328 1
-20 15 414800 1
-20 16 896 -1
-20 17 96788 1
-20 18 372032 -1
-20 19 20944 1
-20 20 10600 1
-20 21 80372 1
-20 22 302912 1
-20 23 283472 -1
-20 24 16448 -1
-20 25 1100 -1
-20 26 219968 -1
-20 27 197072 -1
-20 28 10832 -1
-20 29 37172 -1
-20 30 123200 -1
-20 31 96848 -1
-20 32 1088 -1
-20 33 1484 -1
-20 34 12608 1
-20 35 17200 -1
-20 36 1496 -1
-20 37 19852 -1
-20 38 111808 1
-20 39 145072 -1
-20 40 11200 1
-20 41 53548 1
-20 42 250048 -1
-20 43 286768 1
-20 44 20272 -1
-20 45 90700 1
-20 46 402112 1
-20 47 442288 1
-20 48 7552 1
-20 49 131308 1
-19 -49 299128 1
-19 -48 556352 1
-19 -47 515312 1
-19 -46 464 1
-19 -45 217912 1
-19 -44 397376 1
-19 -43 359792 -1
-19 -42 20192 1
-19 -41 143608 -1
-19 -40 252224 -1
-19 -39 218096 -1
-19 -38 11552 -1
-19 -37 76216 1
-19 -36 120896 -1
-19 -35 90224 1
-19 -34 472 1
-19 -33 15736 -1
-19 -32 3392 1
-19 -31 23824 1
-19 -30 112 1
-19 -29 37832 1
-19 -28 100288 1
-19 -27 124048 1
-19 -26 9184 1
-19 -25 84488 -1
-19 -24 190144 1
-19 -23 210448 1
-19 -22 14368 -1
-19 -21 124232 -1
-19 -20 266176 1
-19 -19 40432 1
-19 -18 73 1
-19 -17 157064 -1
-19 -16 328384 -1
-19 -15 341776 -1
-19 -14 2768 1
-19 -13 182984 -1
-19 -12 12992 -1
-19 -11 386704 -1
-19 -10 24736 1
-19 -9 201992 -1
-19 -8 411328 -1
-19 -7 417808 -1
-19 -6 26464 1
-19 -5 214088 1
-19 -4 432064 -1
-19 -3 435088 -1
-19 -2 3416 -1
-19 -1 219272 1
-19 0 23104 1
-19 1 438544 1
-19 2 6832 1
-19 3 217544 1
-19 4 432064 1
-19 5 428176 -1
-19 6 26464 1
-19 7 208904 -1
-19 8 411328 1
-19 9 403984 -1
-19 10 24736 1
-19 11 193352 1
-19 12 12992 1
-19 13 365968 1
-19 14 1384 1
-19 15 170888 -1
-19 16 328384 1
-19 17 314128 -1
-19 18 1168 -1
-19 19 20216 1
-19 20 266176 -1
-19 21 248464 1
-19 22 14368 -1
-19 23 105224 1
-19 24 190144 -1
-19 25 168976 -1
-19 26 9184 1
-19 27 62024 -1
-19 28 100288 -1
-19 29 75664 -1
-19 30 56 1
-19 31 11912 1
-19 32 3392 1
-19 33 31472 1
-19 34 944 1
-19 35 45112 1
-19 36 120896 -1
-19 37 152432 1
-19 38 11552 1
-19 39 109048 1
-19 40 252224 -1
-19 41 287216 1
-19 42 20192 -1
-19 43 179896 -1
-19 44 397376 1
-19 45 435824 1
-19 46 58 -1
-19 47 257656 -1
-19 48 556352 1
-19 49 598256 -1
-18 -49 663984 1
-18 -48 311040 -1
-18 -47 290520 -1
-18 -46 180288 -1
-18 -45 55728 1
-18 -44 77184 1
-18 -43 212760 -1
-18 -42 77760 1
-18 -41 352944 1
-18 -40 158976 -1
-18 -39 141912 -1
-18 -38 250560 -1
-18 -37 72720 1
-18 -36 10368 -1
-18 -35 1368 1
-18 -34 126144 -1
-18 -33 19440 1
-18 -32 34560 -1
-18 -31 20952 -1
-18 -30 15552 -1
-18 -29 9936 1
-18 -28 5760 1
-18 -27 360 -1
-18 -26 27072 1
-18 -25 103248 -1
-18 -24 62208 -1
-18 -23 72360 -1
-18 -22 164160 -1
-18 -21 182736 -1
-18 -20 100224 1
-18 -19 36216 -1
-18 -18 25920 -1
-18 -17 16560 1
-18 -16 131328 -1
-18 -15 138024 1
-18 -14 288576 -1
-18 -13 300240 1
-18 -12 155520 -1
-18 -11 160488 -1
-18 -10 110016 -1
-18 -9 37584 1
-18 -8 11520 -1
-18 -7 176040 1
-18 -6 357696 1
-18 -5 362448 -1
-18 -4 183168 -1
-18 -3 184680 -1
-18 -2 371520 -1
-18 -1 124272 -1
-18 0 2304 1
-18 1 62136 1
-18 2 371520 -1
-18 3 369360 1
-18 4 183168 -1
-18 5 181224 1
-18 6 357696 1
-18 7 352080 1
-18 8 11520 1
-18 9 18792 1
-18 10 110016 1
-18 11 320976 1
-18 12 155520 -1
-18 13 150120 -1
-18 14 288576 -1
-18 15 276048 1
-18 16 131328 -1
-18 17 8280 -1
-18 18 25920 -1
-18 19 72432 -1
-18 20 100224 1
-18 21 91368 1
-18 22 164160 -1
-18 23 144720 -1
-18 24 62208 -1
-18 25 51624 -1
-18 26 27072 -1
-18 27 720 1
-18 28 5760 -1
-18 29 4968 -1
-18 30 15552 1
-18 31 41904 1
-18 32 34560 1
-18 33 9720 -1
-18 34 126144 1
-18 35 2736 1
-18 36 10368 1
-18 37 36360 -1
-18 38 250560 1
-18 39 283824 1
-18 40 158976 1
-18 41 176472 -1
-18 42 77760 -1
-18 43 425520 -1
-18 44 77184 1
-18 45 27864 1
-18 46 180288 -1
-18 47 581040 1
-18 48 311040 1
-18 49 331992 -1
-17 -49 144560 -1
-17 -48 340448 1
-17 -47 159964 -1
-17 -46 599680 1
-17 -45 560368 1
-17 -44 260960 -1
-17 -43 121084 -1
-17 -42 447616 -1
-17 -41 411760 -1
-17 -40 6496 -1
-17 -39 85660 -1
-17 -38 309376 1
-17 -37 276976 -1
-17 -36 122720 -1
-17 -35 53692 1
-17 -34 184960 -1
-17 -33 22288 -1
-17 -32 63968 -1
-17 -31 25180 -1
-17 -30 74368 -1
-17 -29 48880 1
-17 -28 12128 -1
-17 -27 124 1
-17 -26 4480 1
-17 -25 44432 1
-17 -24 6560 -1
-17 -23 21476 -1
-17 -22 105344 1
-17 -21 123920 -1
-17 -20 70816 -1
-17 -19 39620 1
-17 -18 174464 1
-17 -17 189584 -1
-17 -16 14560 1
-17 -15 54308 1
-17 -14 229760 -1
-17 -13 241424 -1
-17 -12 126112 -1
-17 -11 65540 -1
-17 -10 271232 -1
-17 -9 279440 1
-17 -8 143392 -1
-17 -7 73316 -1
-17 -6 298880 -1
-17 -5 303632 1
-17 -4 4960 -1
-17 -3 77636 1
-17 -2 312704 1
-17 -1 12560 -1
-17 0 9248 1
-17 1 3140 -1
-17 2 312704 1
-17 3 310544 1
-17 4 4960 -1
-17 5 75908 1
-17 6 298880 -1
-17 7 293264 -1
-17 8 143392 -1
-17 9 69860 1
-17 10 271232 -1
-17 11 262160 -1
-17 12 126112 1
-17 13 60356 -1
-17 14 229760 -1
-17 15 217232 1
-17 16 14560 -1
-17 17 47396 -1
-17 18 174464 1
-17 19 158480 1
-17 20 70816 1
-17 21 30980 -1
-17 22 105344 1
-17 23 85904 -1
-17 24 6560 -1
-17 25 11108 1
-17 26 4480 1
-17 27 496 -1
-17 28 12128 -1
-17 29 12220 -1
-17 30 74368 1
-17 31 100720 1
-17 32 63968 1
-17 33 5572 -1
-17 34 184960 1
-17 35 214768 -1
-17 36 122720 -1
-17 37 69244 1
-17 38 309376 -1
-17 39 342640 1
-17 40 6496 1
-17 41 102940 1
-17 42 447616 1
-17 43 484336 1
-17 44 260960 -1
-17 45 140092 -1
-17 46 599680 -1
-17 47 639856 1
-17 48 340448 -1
-17 49 36140 1
-16 -49 775088 1
-16 -48 179 1
-16 -47 173036 1
-16 -46 651968 1
-16 -45 10384 1
-16 -44 8972 -1
-16 -43 134156 1
-16 -42 499904 -1
-16 -41 464048 -1
-16 -40 26816 1
-16 -39 98732 -1
-16 -38 361664 -1
-16 -37 329264 1
-16 -36 18608 -1
-16 -35 66764 -1
-16 -34 237248 -1
-16 -33 208304 1
-16 -32 704 1
-16 -31 38252 1
-16 -30 126656 -1
-16 -29 101168 -1
-16 -28 1196 1
-16 -27 13196 -1
-16 -26 29888 1
-16 -25 7856 -1
-16 -24 832 1
-16 -23 8404 -1
-16 -22 53056 1
-16 -21 6512 1
-16 -20 5584 1
-16 -19 26548 1
-16 -18 122176 1
-16 -17 137296 1
-16 -16 592 1
-16 -15 3172 -1
-16 -14 177472 -1
-16 -13 189136 1
-16 -12 3124 -1
-16 -11 52468 -1
-16 -10 218944 1
-16 -9 227152 1
-16 -8 14656 -1
-16 -7 60244 1
-16 -6 246592 1
-16 -5 251344 -1
-16 -4 15952 1
-16 -3 64564 1
-16 -2 260416 1
-16 -1 261712 -1
-16 1 65428 -1
-16 2 260416 -1
-16 3 258256 1
-16 4 3988 1
-16 5 62836 -1
-16 6 246592 -1
-16 7 240976 1
-16 8 14656 1
-16 9 56788 1
-16 10 218944 -1
-16 11 209872 -1
-16 12 12496 -1
-16 13 47284 1
-16 14 177472 1
-16 15 12688 -1
-16 16 37 -1
-16 17 34324 1
-16 18 122176 -1
-16 19 106192 1
-16 20 1396 1
-16 21 1628 -1
-16 22 53056 -1
-16 23 33616 -1
-16 24 832 -1
-16 25 1964 1
-16 26 29888 1
-16 27 52784 1
-16 28 4784 -1
-16 29 25292 1
-16 30 126656 -1
-16 31 153008 -1
-16 32 704 1
-16 33 52076 -1
-16 34 237248 -1
-16 35 267056 1
-16 36 4652 1
-16 37 82316 -1
-16 38 361664 -1
-16 39 394928 1
-16 40 26816 1
-16 41 116012 1
-16 42 499904 -1
-16 43 536624 -1
-16 44 35888 1
-16 45 2596 1
-16 46 651968 1
-16 47 692144 -1
-16 48 2864 1
-16 49 193772 -1
-15 -49 136872 -1
-15 -48 779328 -1
-15 -47 738288 -1
-15 -46 21816 -1
-15 -45 109800 -1
-15 -44 620352 -1
-15 -43 582768 -1
-15 -42 8532 -1
-15 -41 85032 -1
-15 -40 158400 1
-15 -39 441072 -1
-15 -38 25488 -1
-15 -37 187704 -1
-15 -36 114624 1
-15 -35 313200 1
-15 -34 17712 1
-15 -33 127224 1
-15 -32 75456 1
-15 -31 66384 -1
-15 -30 5400 1
-15 -29 73656 1
-15 -28 122688 -1
-15 -27 32976 -1
-15 -26 1188 -1
-15 -25 5400 -1
-15 -24 32832 1
-15 -23 4176 1
-15 -22 144 1
-15 -21 12744 -1
-15 -20 43200 1
-15 -19 60048 -1
-15 -18 1584 -1
-15 -17 45576 -1
-15 -16 105408 1
-15 -15 118800 1
-15 -14 1368 -1
-15 -13 23832 1
-15 -12 153792 -1
-15 -11 163728 -1
-15 -10 2700 -1
-15 -9 30168 -1
-15 -8 188352 -1
-15 -7 194832 1
-15 -6 12528 -1
-15 -5 34200 -1
-15 -4 6336 1
-15 -3 212112 -1
-15 -2 13392 -1
-15 -1 107784 -1
-15 0 14400 -1
-15 1 215568 1
-15 2 6696 -1
-15 3 106056 -1
-15 4 6336 -1
-15 5 68400 1
-15 6 3132 1
-15 7 97416 -1
-15 8 188352 1
-15 9 60336 -1
-15 10 10800 1
-15 11 81864 -1
-15 12 153792 1
-15 13 47664 -1
-15 14 2736 -1
-15 15 59400 -1
-15 16 105408 -1
-15 17 91152 1
-15 18 792 -1
-15 19 30024 -1
-15 20 43200 -1
-15 21 25488 -1
-15 22 36 1
-15 23 2088 -1
-15 24 32832 1
-15 25 10800 -1
-15 26 4752 -1
-15 27 16488 -1
-15 28 122688 -1
-15 29 147312 -1
-15 30 10800 -1
-15 31 33192 1
-15 32 75456 -1
-15 33 254448 1
-15 34 8856 -1
-15 35 156600 -1
-15 36 114624 -1
-15 37 375408 1
-15 38 6372 -1
-15 39 220536 -1
-15 40 158400 -1
-15 41 170064 1
-15 42 34128 -1
-15 43 291384 1
-15 44 620352 -1
-15 45 219600 -1
-15 46 43632 -1
-15 47 369144 -1
-15 48 779328 -1
-15 49 273744 1
-14 -49 123088 1
-14 -48 409856 -1
-14 -47 389336 1
-14 -46 738496 -1
-14 -45 699184 1
-14 -44 330368 1
-14 -43 311576 1
-14 -42 586432 1
-14 -41 550576 -1
-14 -40 257792 1
-14 -39 240728 1
-14 -38 448192 -1
-14 -37 415792 -1
-14 -36 192128 1
-14 -35 176792 1
-14 -34 323776 1
-14 -33 294832 1
-14 -32 133376 1
-14 -31 119768 1
-14 -30 213184 1
-14 -29 187696 1
-14 -28 81536 -1
-14 -27 69656 -1
-14 -26 116416 1
-14 -25 94384 1
-14 -24 36608 1
-14 -23 26456 1
-14 -22 33472 -1
-14 -21 14896 -1
-14 -20 1408 -1
-14 -19 9832 1
-14 -18 35648 1
-14 -17 50768 1
-14 -16 32512 -1
-14 -15 3016 1
-14 -14 90944 -1
-14 -13 9328 1
-14 -12 56704 -1
-14 -11 61672 1
-14 -10 132416 1
-14 -9 140624 1
-14 -8 4352 1
-14 -7 77224 -1
-14 -6 160064 1
-14 -5 164816 1
-14 -4 84352 1
-14 -3 85864 1
-14 -2 173888 1
-14 -1 175184 1
-14 0 12544 -1
-14 1 87592 1
-14 2 173888 1
-14 3 171728 -1
-14 4 84352 -1
-14 5 82408 -1
-14 6 160064 1
-14 7 154448 -1
-14 8 4352 -1
-14 9 70312 1
-14 10 132416 1
-14 11 123344 -1
-14 12 56704 1
-14 13 4664 1
-14 14 90944 -1
-14 15 6032 1
-14 16 32512 1
-14 17 25384 1
-14 18 35648 1
-14 19 19664 -1
-14 20 1408 1
-14 21 7448 -1
-14 22 33472 1
-14 23 52912 -1
-14 24 36608 1
-14 25 47192 -1
-14 26 116416 -1
-14 27 139312 -1
-14 28 81536 -1
-14 29 93848 1
-14 30 213184 -1
-14 31 239536 -1
-14 32 133376 1
-14 33 147416 -1
-14 34 323776 -1
-14 35 353584 1
-14 36 192128 1
-14 37 207896 -1
-14 38 448192 1
-14 39 481456 -1
-14 40 257792 1
-14 41 275288 1
-14 42 586432 -1
-14 43 623152 1
-14 44 330368 1
-14 45 349592 1
-14 46 738496 1
-14 47 778672 -1
-14 48 409856 -1
-14 49 61544 1
